raw_index,source,content,tokens,noise_content
83,71,"ITEM: WHAT TO CHECK FOR:
Normal Maintenance operations: Engine tune-up, decarbonizing, fuel system cleaning, oil changes, headlight focusing, fastener retightening, ignition timing, clutch and brakes as well as other normal adjustments.
Wear & tear items: Chain, sprockets, clutch and brake linings, fasteners, shims, washers, oil seals, gaskets, ‘O’ rings and spokes etc.
Electrical: Bulbs, fuse, AHO, DRL etc.
Service Maintenance Parts: Oil filters, spark plug, air filter, oil and brake fluid
Rubber, rexine & plastic items: All hoses, pipes and plastic aesthetics
Proprietary Items: Battery, tyres and tubes (the warranty terms are subject to our agreement with proprietary OEM)
Parts of the vehicle getting affected due to atmospheric effect / environmental factors (rusting, paint peel off etc.): However, depending on the vehicle usage condition, warranty would be accepted up to 2 years from the date of purchase.
Others Factors: Parts of the vehicle which have been tampered with, altered, repaired or replaced by persons not authorised by the Company and which in the sole judgement of the Company affect the performance of the vehicle.
Parts which are used in conjunction with parts not made or recommended by the Company.",281,"69
69List of parts not covered under warranty 
 ITEM WHAT TO CHECK FOR
 Normal Maintenance operations Engine tune-up, decarbonizing, fuel system cleaning, oil changes, head 
light focusing, fastener retightening, ignition timing, clutch and brakes as 
well as other normal adjustments.
 Wear & tear items Chain, sprockets, clutch and brake linings, fasteners, shims, washers, oil 
seals, gaskets, ‘O’ rings and spokes etc.
 Electrical Bulbs, fuse, AHO, DRL etc.
 Service Maintenance Parts Oil filters, spark plug, air filter, oil and brake fluid
 Rubber, rexine & plastic items All hoses, pipes and plastic aesthetics
 Proprietary Items Battery, tyres and tubes (the warranty terms are subject to our agreement 
with proprietary OEM)
  Parts of the vehicle getting affected due to atmospheric effect / 
environmental factors (rusting, paint peel off etc.). However, depending 
on the vehicle usage condition, warranty would be accepted up to 2 years 
from the date of purchase.
 Others Factors Parts of the vehicle which have been tampered with, altered, repaired or 
replaced by persons not authorised by the Company and which in the sole 
judgement of the Company affect the performance of the vehicle.
  Parts which are used in conjunction with parts not made or recommended 
by the Company."
84,72,"Parts not covered under warranty: 
ITEM: WHAT TO CHECK FOR
- Parts suffering damage or resultant damage due to accident, misuse, negligent treatment, use of bad quality lubricants or impure fuel, or failure to follow guidance and instructions in owner's manual.
- Vehicles with deleted, defaced, or altered engine number or chassis number.
- Vehicles on which any warranty service including scheduled paid service is not availed when due (at TVS Motor Company Authorised Main Dealer / Authorised Dealer).
- Vehicles sold or transferred by original retail purchaser.
- Vehicles used for racing or any competition or used otherwise than for ordinary personal transportation.
- Vehicles attached with side cars, etc.
- Vehicles taken out of India.
- Vehicles affected by natural calamities such as flood, earthquake, tsunami, storm, etc.
- Vehicles used for commercial purposes such as taxi, rental, or hiring, or any other purpose other than regular personal transportation.",199,"70List of parts not covered under warranty 
 ITEM WHAT TO CHECK FOR
  Parts suffering damage or resultant damage by accident, misuse, negligent 
treatment, use of bad quality lubricants or impure fuel or by omission to 
follow the guidance and instructions contained in this owner’s manual.
  Vehicles on which engine number or chassis number is deleted, defaced or 
altered.
  Vehicles on which any warranty service including scheduled paid service 
is not availed when it falls due (at TVS Motor Company Authorised Main 
Dealer / Authorised Dealer).  
 Others Factors Vehicles sold or transferred by original retail purchaser. 
  Vehicles used for racing or any competition or used otherwise than for 
ordinary personal transportation.
  Vehicles attached with side cars etc. 
  Vehicles which have been taken out of India.   
  Vehicles affected by natural calamities like flood, earthquake, tsunami, 
storm etc,.
  If the vehicle has been used for commercial purpose like taxi or used 
for rental or hiring or any other purpose other than regular personal 
transportation."
85,73,"There are nine services for TVS Jupiter 125 during the warranty period. Three of these services are free, and the other six are pay services. The Service Handbook given to the customer at the time of purchase contains free and pay service record sheets. Customers should take their vehicle and Service Handbook to an Authorised Main Dealer or Authorised Dealer to avail of any of the nine warranty services. After the service is completed, the Authorised Main Dealer or Authorised Dealer will stamp the last column of the free or pay service record sheet in the Service Handbook for the customer's record. An OTP will be sent to the customer's registered mobile number, which should be shared with the servicing Dealer before vehicle delivery. Periodic maintenance is necessary for good performance of the vehicle and to avail of the services.",159,"71
71SERVICE INFORMATION
There are nine services for TVS Jupiter 125 during warranty period. Of these, first three services are free services 
for which labour charges are free. In addition to these three free services, we have a scheme of six pay services. 
For keeping the maintenance track of your vehicle, free and pay service record sheets are attached in the Service 
Handbook given to you during the time of your vehicle purchase. Please have the relevant record sheet filled by the 
Dealer who is carrying out the maintenance service.
For availing any of the nine warranty services, please take your vehicle and your Service Handbook to any of our 
Authorised Main Dealers or any of our Authorised Dealer. After effecting the service the Authorised Main Dealer 
or the Authorised Dealer will affix their stamp on the last column of free or pay service record sheet of Service 
Handbook for your record and reference. An OTP would be sent to customer‘s registered mobile number. The same 
to be shared with the servicing Dealer on or before vehicle delivery.
Periodic maintenance always helps good performance of an automobile and our services are planned to keep your TVS 
Jupiter 125 performing good. Please note that carrying out the service for your vehicle at scheduled intervals 
at any of the TVS Motor Company Authorised Main Dealer / Authorised Dealer is necessary for availing of"
86,73,"To avail of warranty, it is necessary to visit an Authorised Main Dealer / Authorised Dealer of TVS Motor Company. After services are completed, it is recommended to service the vehicle at appropriate intervals, depending on its usage, to keep it at its best performance. If any clarification or assistance is needed, please write to the Service Department of TVS Motor Company Limited, providing the frame number, engine number, date of purchase, name and place of the Authorised Main Dealer / Authorised Dealer from whom the vehicle was bought and serviced. The address is P.O. Box No. 4, Harita, Hosur - 635 109, TAMILNADU, INDIA. Toll free no:- 1800-258-7111.",152,"at any of the TVS Motor Company Authorised Main Dealer / Authorised Dealer is necessary for availing of 
warranty.  And please also remember that, after the services are over, periodic servicing of your vehicle at appropriate 
intervals, depending upon its extent of use, will keep your vehicle at its best level of performance.
In case you need any clarification or assistance, please feel free to write to us mentioning the frame number, engine 
number and date of purchase of your vehicle also the name and place of the Authorised Main Dealer / Authorised 
Dealer from whom you bought the vehicle and getting it serviced.
Service Department
TVS MOTOR COMPANY LIMITED
P .O. Box No. 4, Harita, Hosur - 635 109,
TAMILNADU, INDIA.
T oll free no:- 1800-258-7111"
87,74,"Sl.No. Service Type Kms Months Cost
1 1st Service Free 500 ~ 750 30 ~ 60 days Free
2 2nd Service Free 5500 ~ 6000 6 Free
3 3rd Service Free 11500 ~ 12000 12 Free
4 4th Service Pay 17500 ~ 18000 18 Chargeable
5 5th Service Pay 23500 ~ 24000 24 Chargeable
6 6th Service Pay 29500 ~ 30000 30 Chargeable
7 7th Service Pay 35500 ~ 36000 36 Chargeable
8 8th Service Pay 41500 ~ 42000 42 Chargeable
9 9th Service Pay 47500 ~ 48000 48 Chargeable
Note: After the above schedule, periodic servicing of the vehicle at appropriate intervals, depending upon its extent of use, will keep the vehicle at its best level of performance. Cost of engine oil, periodic maintenance parts, filter, brake fluids, all types of greases, petroleum jelly, distilled water, chain cleaner, lubricants, coolants, cleaning cloths for both free and paid services are chargeable to the customer.",219,"72Planned Service Schedule (kms or month whichever of the two occurs early)*
Sl.No. Service T ype Kms Months
1 1st Service Free 500 ~ 750 30 ~ 60 days
2 2nd Service Free 5500 ~ 6000 6
3 3rd Service Free 11500 ~ 12000 12
4 4th Service Pay 17500 ~ 18000 18
5 5th Service Pay 23500 ~ 24000 24
6 6th Service Pay 29500 ~ 30000 30
7 7th Service Pay 35500 ~ 36000 36
8 8th Service Pay 41500 ~ 42000 42
9 9th Service Pay 47500 ~ 48000 48
Free service enables the customer to avail the service at free of labour charges. Charges for the pay service should be 
borne by the customer. Cost of engine oil, periodic maintenance parts, filter, brake fluids, all types of greases, petroleum 
jelly, distilled water, chain cleaner, lubricants, coolants, cleaning cloths for both free and paid services are chargeable to the 
customer. Note
* Please remember that, after the above schedule, periodic servicing of your vehicle at appropriate intervals, depending upon its extent of use, 
will keep your vehicle at its best level of performance."
88,75,"Description: TVS Jupiter 125 (Sheet Metal Wheel - Drum Type)
Manufacturer: TVS Motor Company Limited
P.B. No.: 4, Harita, Hosur - 635 109, India
Village Bhatian, Bharatgarh Road, Teh Nalagarh, Dist. Solan, Himachal Pradesh - 174 101, India
Engine Type: Single cylinder, 4 stroke, fuel injection, air cooled, spark ignition engine
Cylinder Bore: 53.5 mm
Stroke: 55.5 mm
Piston Displacement: 124.76 cc
Compression Ratio: 10.3 ± 0.3 : 1
Air Filter: Dry paper filter element
Oil Filter: Wire mesh
Lubrication System: Forced wet sump
Maximum Power: 6.0 kW @ 6500 rpm
Maximum Torque: 10.5 Nm @ 4500 rpm
Maximum Speed: 84 km/h
Engine Idling RPM: 1450 ± 100 rpm (under warm condition)
Starting System: Electric starter
Emission Norms: BS VI",229,"73
73TECHNICAL SPECIFICATIONS
DESCRIPTION TVS Jupiter 125 (Sheet Metal Wheel - Drum T ype)
MANUFACTURERTVS Motor Company Limited
P . B. No. 4, Harita,Hosur - 635 109, India
TVS Motor Company Limited
Village Bhatian, Bharatgarh Road,
Teh Nalagarh, Dist. Solan.
Himachal pradesh - 174 101, India
ENGINE
Type Single cylinder, 4 stroke, fuel injection, air cooled, spark ignition engine
Cylinder bore 53.5 mm
Stroke 55.5 mm
Piston displacement 124.76 cc
Compression ratio 10.3 ± 0.3 : 1
Air filter Dry paper filter element
Oil filter Wire mesh
Lubrication system Forced wet sump
Maximum power in kW 6.0 kW @ 6500 rpm
Maximum torque in Nm 10.5 Nm @ 4500 rpm
Maximum speed 84 km/h
Engine idling rpm 1450 ± 100 rpm (under warm condition)
Starting system Electric starter
Emission norms BS VI"
89,76,"DESCRIPTION: TVS Jupiter 125 (Sheet Metal Wheel - Drum Type)
TRANSMISSION: Clutch: Dry - Centrifugal clutch; Primary transmission: CVT (Continuously Variable Transmission); Primary reduction: 2.58 to 0.8; Secondary reduction: 9.08
CHASSIS: Overall length: 1852 mm; Overall width: 681 mm; Overall height: 1168 mm; Seat length: 790 mm; Ground clearance (unladen): 160 mm; Wheel base: 1275 mm; Kerb weight (with toolkit and 90% of fuel): 109 kg; Pay load: 130 kg; Maximum laden weight: 239 kg; Steering angle: 90°; Caster angle: 25°; Frame: High rigidity underbone type; Front suspension: Telescopic hydraulic; Rear suspension: Toggle link, gas filled hydraulic damper; Trail length: 93 mm.",188,"74DESCRIPTION TVS Jupiter 125 (Sheet Metal Wheel - Drum T ype)
TRANSMISSION
Clutch Dry - Centrifugal clutch
Primary transmission CVT (Continuously Variable Transmission)
Primary reduction 2.58 to 0.8
Secondary reduction 9.08
CHASSIS
Overall length 1852 mm
Overall width 681 mm
Overall height 1168 mm
Seat length 790 mm
Ground clearance (unladen) 160 mm
Wheel base 1275 mm
Kerb weight (with toolkit and 90% of fuel) 109 kg
Pay load 130 kg 
Maximum laden weight 239 kg
Steering angle 90°
Caster angle 25°
Frame High rigidity underbone type
Front suspension Telescopic hydraulic
Rear suspension Toggle link, gas filled hydraulic damper
Trail length 93 mm"
90,77,"BRAKES: Front 130 mm dia Drum (hand operated); Rear 130 mm dia Drum (hand operated)
TYRE: Front tyre 90/90 - 12 54J (tubeless); Rear tyre 90/90 - 12 54J (tubeless); Front tyre pressure 1.68 kg/cm² (24 PSI); Rear tyre pressure - Solo 2.25 kg/cm² (32 PSI); Rear tyre pressure - Dual 2.53 kg/cm² (36 PSI)
ELECTRICAL: Ignition system ECU controlled ignition; Spark plug BOSCH UR5KCU / CHAMPION RG8MC5; Spark plug gap 1.0 ~ 1.1 mm; Battery type 12V, 4Ah MF battery; Generator (flywheel magneto) 12V, 130 W; Head lamp 9V, 9.5W High beam LED / 6V, 5W Low beam LED; Tail / brake lamp 12V, 10/5 W; Turn signal lamps bulb 12V, 10W x 4; Number plate lamp bulb 12V, 3W x 1; ** In cold condition.",234,"75
75DESCRIPTION TVS Jupiter 125 (Sheet Metal Wheel - Drum T ype)
BRAKES
Front 130 mm dia Drum (hand operated)
Rear 130 mm dia Drum (hand operated)
TYRE
Front tyre 90/90 - 12 54J (tubeless)
Rear tyre 90/90 - 12 54J (tubeless)
Front tyre pressure** 1 .68 kg/cm² (24 PSI)
Rear tyre pressure - Solo** 2.25 kg/cm² (32 PSI)
Rear tyre pressure - Dual** 2.53 kg/cm² (36 PSI)
ELECTRICAL
Ignition system ECU controlled ignition 
Spark plug BOSCH UR5KCU / CHAMPION RG8MC5
Spark plug gap 1 .0 ~ 1 .1 mm
Battery type 12V, 4Ah MF battery
Generator (flywheel magneto) 12V, 130 W
Head lamp 9V, 9.5W High beam LED / 6V, 5W Low beam LED
Tail / brake lamp 12V, 10/5 W
Turn signal lamps bulb 12V, 10W x 4
Number plate lamp bulb 12V, 3W x 1
** In cold condition"
91,78,"Speedometer lamp bulb: 12V, 1.7W x 2; Turn signal indicator lamp bulb: 12V, 1.7W x 2; High beam indicator lamp: 12V, LED; Low fuel warning lamp: 12V, LED; Economy and power mode indicator lamp: 12V, LED; Malfunction indicator lamp: 12V, LED; ISG malfunction indicator lamp: 12V, LED; Horn: 12V, DC; Fuse: Blade type - 12V, 15A x 1 / Mini fuse 12V, 15A x 1 & 12V, 10A x 1; Warning: Using the bulb other than the specified rating can result in overloading of the electrical system or premature failure of the bulb.",149,"76DESCRIPTION TVS Jupiter 125 (Sheet Metal Wheel - Drum T ype)
ELECTRICAL
Speedometer lamp bulb 12V, 1 .7W x 2
Turn signal indicator lamp bulb 12V, 1 .7W x 2
High beam indicator lamp 12V, LED
Low fuel warning lamp 12V, LED
Economy and power mode indicator lamp 12V, LED
Malfunction indicator lamp 12V, LED
ISG malfunction indicator lamp 12V, LED
Horn 12V, DC
Fuse Blade type - 12V, 15A x 1 / Mini fuse 12V, 15A x 1 & 12V, 10A x 1
Using the bulb other than the specified rating can result in overloading of the electrical system or premature failure of the 
bulb.Caution"
92,79,"77: The fuel tank is not a measuring instrument and the capacity of the fuel tank may vary from the indicated capacity. Specifications are subject to change without notice.
DESCRIPTION: TVS Jupiter 125 (Sheet Metal Wheel - Drum Type)
CAPACITIES:
Fuel tank capacity: 5.1 l
Fuel: BS VI petrol with minimum RON 91 (containing up to 10% of ethanol by volume)
Engine/transmission oil grade: TVS TRU4 SKUUTA oil (SAE 10W30 API-SL, JASO MB)
Engine oil capacity: 700 ml
Transmission oil capacity: 120 ml
Front fork oil grade: Gabriel Premium front fork oil
Front fork oil capacity: 92 ± 1 ml per leg",156,"77
77 The fuel tank is not a measuring instrument and the capacity of the fuel tank may vary from the indicated capacity.Specifications are subject to change without notice. NoteDESCRIPTION TVS Jupiter 125 (Sheet Metal Wheel - Drum T ype)
CAPACITIES
Fuel tank capacity  5.1 l
FuelBS VI petrol with minimum RON 91 (containing upto 10% of 
ethanol by volume)
Engine / transmission oil grade TVS TRU4 SKUUTA oil (SAE 10W30 API-SL, JASO MB)
Engine oil capacity 700 ml
Transmission oil capacity 120 ml
Front fork oil grade Gabriel Premium front fork oil
Front fork oil capacity 92 ± 1 ml per leg"
93,80,"GENERAL INFORMATION: It is mandatory under the Motor Vehicles Act to insure all motor vehicles and driving a motor vehicle without a valid policy of insurance issued by an authorised insurer is an offense. To assist customers on their insurance requirements such as the prompt issue and renewal of policies as well as expeditious settlement of claims if any, our preferred insurers are:",69,"78GENERAL INFORMATION
Dear Customer,
It is mandatory under the  Motor Vehicles Act to insure all motor vehicles. No motor vehicle can be used in a public 
place without a valid  policy of insurance issued by an authorised insurer. Driving a motor vehicle without any such 
insurance is an offense under Motor Vehicles Act. 
To assist our Customers on their insurance requirements such as the prompt issue and renewal of policies as well as 
expeditious settlement of claims if any, our preferred insurers are:"
